Name,Volume,Price
Ponchos caramel infusion (Liqueur),                      750 ml,"Ksh 4,000"
Ponchos blanco,                      750 ml,"Ksh 4,000"
Espolon Tequila Reposado,                      750 ml,"Ksh 4,199"
Espolon Tequila Blanco,                      750 ml,"Ksh 4,199"
Olmeca gold,                      1 litre,"Ksh 4,300"
Cenote tequila blanco,                      750 ml,"Ksh 4,499"
Corralejo tequila blanco,                      750 ml,"Ksh 4,999"
Olmeca anejo extra aged,                      750 ml,"Ksh 4,999"
Olmeca extra aged,                      1 litre,"Ksh 4,999"
Sauza tequila silver,                      1 litre,"Ksh 5,000"
Tequila sauza gold,                      1 litre,"Ksh 5,000"
El jimador anejo,                      700 ml,"Ksh 5,499"
Patron xo cafe dark cocoa,                      750 ml,"Ksh 5,499"
Cazadores reposado,                      750 ml,"Ksh 5,999"
Tequila 1800 silver,                      700 ml,"Ksh 5,999"
Tequila 1800 reposado,                      700 ml,"Ksh 5,999"
Tequila 1800 anejo,                      700 ml,"Ksh 5,999"
T1 ultra fino tequila,                      750 ml,"Ksh 5,999"
Patron citronge orange liqueur,                      1 litre,"Ksh 5,999"
Patron citronge mango liqueur,                      1 litre,"Ksh 5,999"
Milagro anejo,                      700 ml,"Ksh 6,000"
Milagro silver,                      700 ml,"Ksh 6,000"
La Tilica Reposado,                      750 ml,"Ksh 6,299"
Agavita blanco,                      700 ml,"Ksh 6,499"
T1 reposado,                      750 ml,"Ksh 6,999"
T1 tequila blanco,                      750 ml,"Ksh 6,999"
Kah Bianco,                      750 ml,"Ksh 7,099"
La Tilica Anejo,                      750 ml,"Ksh 7,199"
Leonista honey reposado,                      750 ml,"Ksh 7,999"
Leonista reposado black,                      750 ml,"Ksh 7,999"
Leonista blanco,                      750 ml,"Ksh 7,999"
Tequila 1800 coconut,                      1 litre,"Ksh 7,999"
Tequila 1800 anejo,                      1 litre,"Ksh 7,999"
Tequila 1800 silver,                      1 litre,"Ksh 7,999"
Tequila 1800 reposado,                      1 litre,"Ksh 7,999"
Corralejo tequila reposado,                      1 litre,"Ksh 7,999"
Corralejo tequila anejo,                      1 litre,"Ksh 7,999"
Curado blanco espadin,                      750 ml,"Ksh 8,999"
Curado blanco cupreata,                      750 ml,"Ksh 8,999"
Patron silver,                      750 ml,"Ksh 8,999"
Curado blanco cocido,                      750 ml,"Ksh 8,999"
Cenote reposado,                      750 ml,"Ksh 8,999"
Patron reposado,                      750 ml,"Ksh 9,000"
Patron anejo,                      750 ml,"Ksh 9,000"
Don julio blanco,                      750 ml,"Ksh 9,499"
Agavita anejo,                      700 ml,"Ksh 9,499"
El mayor blanco,                      750 ml,"Ksh 9,499"
Olmeca tezon blanco,                      750 ml,"Ksh 9,499"
Patron roca reposado,                      750 ml,"Ksh 9,999"
Kah Anejo,                      700 ml,"Ksh 9,999"
Kah Reposado,                      700 ml,"Ksh 9,999"
Herradura reposado,                      700 ml,"Ksh 9,999"
Gusano rojo mezcal,                      750 ml,"Ksh 9,999"
Herradura plata,                      700 ml,"Ksh 9,999"
Patron roca silver,                      750 ml,"Ksh 9,999"
Don julio reposado,                      750 ml,"Ksh 9,999"
El mayor reposado,                      750 ml,"Ksh 9,999"
Monte alban mezcal,                      700 ml,"Ksh 9,999"
Don julio anejo,                      750 ml,"Ksh 10,999"
Convite Esencial Espadin Mezcal,                      750 ml,"Ksh 10,999"
Herradura anejo,                      750 ml,"Ksh 11,999"
Jose Cuervo Reserva de la Familia Platino,                      750 ml,"Ksh 14,999"
Teremana reposado,                      750 ml,"Ksh 14,999"
Teremana blanco,                      750 ml,"Ksh 14,999"
Casino azul anejo,                      750 ml,"Ksh 19,999"
Casino azul tequila extra ultra premium,                      750 ml,"Ksh 19,999"
Casino azul silver,                      750 ml,"Ksh 19,999"
Jose ceurvo reserva dela familiaac,                      750 ml,"Ksh 19,999"
88 anejo ultra premium tequila,                      750 ml,"Ksh 19,999"
88 blanco ultra premium tequila,                      750 ml,"Ksh 19,999"
Teremana anejo,                      750 ml,"Ksh 19,999"
Mezcal Convite 5 Wild Agave Blend Artesanal,                      700 ml,"Ksh 19,999"
88 reposado ultra premium tequila,                      750 ml,"Ksh 19,999"
Casamigos anejo,                      750 ml,"Ksh 24,999"
Casamigos blanco,                      750 ml,"Ksh 24,999"
Casamigos mezcal,                      750 ml,"Ksh 24,999"
Casamigos reposado,                      750 ml,"Ksh 24,999"
Codigo 1530 extra anejo,                      700 ml,"Ksh 29,999"
Codigo 1530 barrel strength anejo,                      700 ml,"Ksh 34,999"
Clase azul plata tequila,                      750 ml,"Ksh 39,999"
Don julio reposado double cask lagavulin finish,                      750 ml,"Ksh 43,999"
Clase azul reposado tequila,                      700 ml,"Ksh 59,999"
Don julio 1942,                      700 ml,"Ksh 79,999"
Gran patron burdeos,                      700 ml,"Ksh 104,999"
Clase azul gold tequila,                      700 ml,"Ksh 119,999"
Cachaca adocada pampas,                      1 litre,"Ksh 2,999"
Jacinto cachaca,                      1 litre,"Ksh 3,499"
Cachaca 51 brazil,                      750 ml,"Ksh 3,999"
Pitu cachaca,                      1 litre,"Ksh 3,999"
Cachaca sagatiba pura,                      750 ml,"Ksh 3,999"
Copacaiba cachaca,                      700 ml,"Ksh 3,999"
Cachaca sagatiba pura,                      1 litre,"Ksh 4,499"
Cachaca 51 brazil,                      1 litre,"Ksh 4,499"
Leblon cachaca,                      700 ml,"Ksh 5,499"
Capucana cachaca,                      700 ml,"Ksh 7,150"
Bisquit vs classique,                      700 ml,"Ksh 4,000"
Albert jarraund vs,                      700 ml,"Ksh 4,500"
Courvoisier vs double oak,                      700 ml,"Ksh 4,500"
Courvoisier vs double oak,                      1 litre,"Ksh 5,000"
Martell vs single distillery,                      750 ml,"Ksh 5,999"
Camus vs,                      700 ml,"Ksh 5,999"
De luze vs cognac,                      1 litre,"Ksh 6,499"
Courvoisier vsop,                      750 ml,"Ksh 6,899"
Camus vs,                      1 litre,"Ksh 6,999"
Hennessy vs,                      700 ml,"Ksh 6,999"
Meukow vs,                      750 ml,"Ksh 6,999"
Boulard Calvados Vsop,                      700 ml,"Ksh 7,499"
Boulard Grand Solage Pays d'Auge Calvados,                      1 litre,"Ksh 7,499"
Bisquit vsop,                      700 ml,"Ksh 7,500"
Courvoisier vsop,                      1 litre,"Ksh 7,500"
Davidoff VS,                      700 ml,"Ksh 7,899"
Courvoisier vsop tripple oak,                      700 ml,"Ksh 7,999"
Albert jarraund vsop,                      700 ml,"Ksh 7,999"
Courvoisier vs,                      1 litre,"Ksh 7,999"
Boulard calvados vsop gift pack,                      700 ml,"Ksh 7,999"
Baron otard vsop,                      700 ml,"Ksh 7,999"
Meukow vs,                      1 litre,"Ksh 7,999"
Camus vsop,                      700 ml,"Ksh 8,000"
Remy martin vsop,                      700 ml,"Ksh 8,300"
H by hine vsop,                      750 ml,"Ksh 8,499"
Meukow vsop,                      1 litre,"Ksh 8,999"
Hennessy vs,                      1 litre,"Ksh 8,999"
Martell blue swift vsop,                      700 ml,"Ksh 8,999"
Courvoisier vsop tripple oak,                      1 litre,"Ksh 8,999"
Davidoff VSOP,                      700 ml,"Ksh 9,999"
Godet vsop,                      700 ml,"Ksh 9,999"
H by hine vsop,                      1 litre,"Ksh 9,999"
90 meukow vs,                      1 litre,"Ksh 9,999"
Hennessy masters blend,                      500 ml,"Ksh 9,999"
Martell vsop,                      700 ml,"Ksh 11,000"
Hennessy black,                      1 litre,"Ksh 11,999"
Godet vsop exclusive edition cask super strength,                      700 ml,"Ksh 11,999"
Dusse vsop cognac,                      700 ml,"Ksh 11,999"
Courvoisier master's cask collection sherry cask,                      700 ml,"Ksh 11,999"
Hennessy vsop,                      700 ml,"Ksh 11,999"
Martell vsop,                      1 litre,"Ksh 12,000"
Hine rare,                      700 ml,"Ksh 12,999"
White hennessy,                      700 ml,"Ksh 12,999"
Remy martin 1738 royal accord gift pack,                      700 ml,"Ksh 13,999"
Remy martin prime cellar selection cellar no 16,                      1 litre,"Ksh 13,999"
Remy martin club 35th anniversary limited edition cognac,                      1 litre,"Ksh 14,999"
Remy martin club cognac,                      700 ml,"Ksh 14,999"
Hine rare vsop,                      1 litre,"Ksh 16,000"
Meukow xo cognac,                      700 ml,"Ksh 16,999"
Remy martin club cognac,                      1 litre,"Ksh 18,000"
Courvoisier Napoleon,                      700 ml,"Ksh 19,999"
Godet xo fine champagne cognac,                      700 ml,"Ksh 19,999"
Delamain xo cognac pale & dry,                      700 ml,"Ksh 19,999"
Godet xo,                      700 ml,"Ksh 20,000"
Martell cordon Bleu,                      700 ml,"Ksh 20,000"
Camus xo elegance,                      700 ml,"Ksh 22,999"
Gautier XO,                      700 ml,"Ksh 24,999"
Camus xo elegance,                      1 litre,"Ksh 24,999"
Comte joseph xo,                      700 ml,"Ksh 24,999"
Courvoisier XO,                      700 ml,"Ksh 24,999"
Camus xo,                      700 ml,"Ksh 24,999"
Remy martin xo,                      700 ml,"Ksh 25,999"
Remy martin xo,                      1 litre,"Ksh 27,999"
Bisquit xo,                      700 ml,"Ksh 29,999"
Remy martin reserve cellar selection 28,                      700 ml,"Ksh 29,999"
Davidoff xo,                      700 ml,"Ksh 29,999"
Camus borderies xo,                      700 ml,"Ksh 30,000"
Martell xo,                      700 ml,"Ksh 32,000"
Baron otard xo cognac,                      700 ml,"Ksh 34,999"
Hennessy xo,                      700 ml,"Ksh 34,999"
James Hennessy,                      1 litre,"Ksh 34,999"
Hennessy xo,                      1 litre,"Ksh 39,999"
Duc De Fugue xo,                      700 ml,"Ksh 39,999"
Courvoisier initiale extra,                      700 ml,"Ksh 64,999"
Duc De Fugue Extra cognac,                      700 ml,"Ksh 69,999"
Hennessy paradis,                      700 ml,"Ksh 250,000"
Remy martin louis xiii,                      700 ml,"Ksh 450,000"
Charles benoit champagne,                      750 ml,"Ksh 4,999"
Belaire luxe,                      750 ml,"Ksh 5,499"
Belaire brut fantome,                      750 ml,"Ksh 5,999"
Belaire gold fantome,                      750 ml,"Ksh 5,999"
Belaire rose fantome,                      750 ml,"Ksh 5,999"
Belaire rose,                      750 ml,"Ksh 5,999"
Belaire gold,                      750 ml,"Ksh 5,999"
Belaire luxe fantome,                      750 ml,"Ksh 5,999"
Belaire luxe rose fantome,                      750 ml,"Ksh 5,999"
Belaire luxe rose,                      750 ml,"Ksh 5,999"
Belaire brut,                      750 ml,"Ksh 5,999"
Belaire bleu,                      750 ml,"Ksh 5,999"
Monopole heidsieck blue top,                      750 ml,"Ksh 7,999"
Pierre gobillard champagne brut,                      750 ml,"Ksh 8,499"
Laurent prince brut,                      750 ml,"Ksh 8,999"
GH Mumm Grand Cordon Rose,                      750 ml,"Ksh 8,999"
Nicolas feuillatte brut champagne,                      750 ml,"Ksh 8,999"
Moet & chandon imperial brut,                      750 ml,"Ksh 9,499"
Nicolas feuillate reserve exclusive rose,                      750 ml,"Ksh 9,999"
Piper heidsieck,                      750 ml,"Ksh 9,999"
Lanson white label champagne,                      750 ml,"Ksh 9,999"
Jacquart champagne brut mosaique,                      750 ml,"Ksh 9,999"
Billecart Salmon Brut Reserve,                      750 ml,"Ksh 9,999"
GH Mumm Demi Sec,                      750 ml,"Ksh 9,999"
Lanson brut rose label champagne,                      750 ml,"Ksh 9,999"
Nicolas feuillate graphic ice,                      750 ml,"Ksh 9,999"
GH mumm cordon rouge brut,                      750 ml,"Ksh 9,999"
Nicolas feuillatte graphic ice rose,                      750 ml,"Ksh 9,999"
Nicolas feuillate exclusive reserve rose,                      750 ml,"Ksh 9,999"
Nicolas feuillate selection demi sec,                      750 ml,"Ksh 9,999"
Laurent perrier brut millesime,                      750 ml,"Ksh 9,999"
Louis roederer brut premier,                      750 ml,"Ksh 11,999"
Taittinger prestige rose champagne,                      750 ml,"Ksh 11,999"
Piper heidsieck rose,                      750 ml,"Ksh 11,999"
Laurent perrier,                      750 ml,"Ksh 12,000"
Gosset grande reserve brut champagne,                      750 ml,"Ksh 12,999"
Laurent perrier rose,                      750 ml,"Ksh 12,999"
Moet & chandon ice imperial,                      750 ml,"Ksh 12,999"
Louis roederer collection 242,                      750 ml,"Ksh 12,999"
Perrier jouet,                      750 ml,"Ksh 13,000"
Moet & Chandon Ice Imperial Rose,                      750 ml,"Ksh 13,999"
Moet & chandon rose imperial,                      750 ml,"Ksh 13,999"
Bollinger special cuvee brut champagne,                      750 ml,"Ksh 13,999"
Taittinger brut reserve champagne,                      750 ml,"Ksh 13,999"
Veuve cliquot brut,                      750 ml,"Ksh 13,999"
Moet & chandon nectar imperial rose,                      750 ml,"Ksh 13,999"
Lanson champagne extra age brut,                      750 ml,"Ksh 14,499"
Moet & chandon nectar imperial,                      750 ml,"Ksh 15,999"
Billecart Salmon Brut Rose,                      750 ml,"Ksh 16,199"
Louis roederer rose 2013,                      750 ml,"Ksh 16,499"
Louis roederer blancs de blancs 2013,                      750 ml,"Ksh 16,499"
Lanson noble cuvee,                      750 ml,"Ksh 16,499"
Louis roederer vintage 2012,                      750 ml,"Ksh 16,499"
Veuve clicquot rich brut,                      750 ml,"Ksh 18,999"
Perrier jouet blancs de blancs,                      750 ml,"Ksh 22,999"
Perrier jouet blason rose,                      750 ml,"Ksh 22,999"
Ruinart Brut,                      750 ml,"Ksh 22,999"
Ruinart Blanc De Blancs,                      750 ml,"Ksh 22,999"
Veuve clicquot rose,                      750 ml,"Ksh 22,999"
Nicolas Feuillatte Palmes D'Or Vintage Brut,                      750 ml,"Ksh 24,999"
Ruinart Brut Rose,                      750 ml,"Ksh 28,499"
Nicolas Feuillatte Palmes D'Or Vintage Rose,                      750 ml,"Ksh 29,999"
Veuve clicquot la grande dame,                      750 ml,"Ksh 34,999"
Louis roederer cristal,                      750 ml,"Ksh 45,000"
Krug grande cuvee champagne,                      750 ml,"Ksh 45,000"
Dom perignon brut luminous,                      750 ml,"Ksh 59,999"
Dom perignon brut 20.. vintage,                      750 ml,"Ksh 59,999"
Dom perignon rose,                      750 ml,"Ksh 64,999"
Armand de brignac ace of spades brut gold champagne,                      750 ml,"Ksh 64,999"
Armand de brignac ace of spades rose,                      750 ml,"Ksh 69,999"
