Name,Volume,Price
Versus red dry,                      750 ml,"Ksh 1,800"
Black Bird Sweet White,                      750 ml,"Ksh 1,800"
Leleshwa rose,                      750 ml,"Ksh 1,800"
Frontera Pinot Grigio,                      750 ml,"Ksh 1,800"
Leleshwa red sweet,                      750 ml,"Ksh 1,800"
Bird & bees sweet malbec,                      750 ml,"Ksh 1,800"
Obikwa cabernet sauvignon 2016,                      750 ml,"Ksh 1,800"
Vina lastra white sweet,                      750 ml,"Ksh 1,800"
Lambrusco dell'emillia amabile rosso,                      750 ml,"Ksh 1,800"
Carlo rossi sangria bottle,                      750 ml,"Ksh 1,800"
Obikwa shiraz 2017,                      750 ml,"Ksh 1,800"
Versus white sweet,                      750 ml,"Ksh 1,800"
Versus white dry,                      750 ml,"Ksh 1,800"
Vina lastra dry red ,                      750 ml,"Ksh 1,800"
Carlo rossi red sweet,                      750 ml,"Ksh 1,800"
Tall horse cabernet sauvignon,                      750 ml,"Ksh 1,800"
Tall horse shiraz,                      750 ml,"Ksh 1,800"
Fragolino bianco morando,                      750 ml,"Ksh 1,800"
JP chenet medium sweet,                      750 ml,"Ksh 1,800"
Luis montfort red,                      750 ml,"Ksh 1,800"
Luis montfort summer red,                      750 ml,"Ksh 1,800"
Van Loveren Chenin Blanc,                      750 ml,"Ksh 1,899"
Black tower,                      1.5 litres,"Ksh 1,900"
Frontera Late Harvest,                      750 ml,"Ksh 1,990"
Jp chenet ice edition rose,                      750 ml,"Ksh 1,999"
Duchessa lia cuvee brut,                      750 ml,"Ksh 1,999"
35 south sauvignon blanc,                      750 ml,"Ksh 1,999"
35 south cabernet sauvignon,                      750 ml,"Ksh 1,999"
Robertson winery chapel sweet red,                      750 ml,"Ksh 1,999"
Robertson winery chapel sweet rose,                      750 ml,"Ksh 1,999"
Niel joubert chardonnay,                      750 ml,"Ksh 1,999"
Niel joubert sauvignon blanc,                      750 ml,"Ksh 1,999"
Frontera Carmenere,                      750 ml,"Ksh 1,999"
Upper valley nabygelegen dry red,                      750 ml,"Ksh 1,999"
Skip skop sangiovese,                      750 ml,"Ksh 1,999"
Mara nyekundu ,                      750 ml,"Ksh 1,999"
Jacobs creek chardonnay,                      750 ml,"Ksh 1,999"
Wolf blass yellow label shiraz,                      750 ml,"Ksh 1,999"
Jacobs creek merlot,                      750 ml,"Ksh 1,999"
Pierre marcel sweet white,                      750 ml,"Ksh 1,999"
Altar wine,                      750 ml,"Ksh 1,999"
Vondeling merlot,                      750 ml,"Ksh 1,999"
Mara nyeupe,                      750 ml,"Ksh 1,999"
Upper valley nabygelegen white dry,                      750 ml,"Ksh 1,999"
Robertson winery rose,                      750 ml,"Ksh 1,999"
Wolf blass red label cabernet merlot,                      750 ml,"Ksh 1,999"
Wolf blass yellow label sauvignon blanc,                      750 ml,"Ksh 1,999"
Pierre marcel sweet red,                      750 ml,"Ksh 1,999"
4th street red sweet,                      1.5 litres,"Ksh 2,000"
Four cousins red sparkling wine,                      750 ml,"Ksh 2,000"
Bird & bees white sweet malbec,                      750 ml,"Ksh 2,000"
Gato negro chardonnay,                      1.5 litre,"Ksh 2,000"
Culemborg rose,                      750 ml,"Ksh 2,000"
JP chenet ice edition,                      750 ml,"Ksh 2,000"
4th street white sweet,                      1.5 litres,"Ksh 2,000"
Lamothe parrot,                      750 ml,"Ksh 2,000"
Frontera Sparkling Brut,                      750 ml,"Ksh 2,000"
Gran verano merlot,                      1.5 litre,"Ksh 2,000"
Culemborg chenin blanc,                      750 ml,"Ksh 2,000"
B&G cuvee speciale nature sweet red,                      750 ml,"Ksh 2,000"
Great Five Sauvignon Blanc,                      750 ml,"Ksh 2,199"
Upper valley nabygelegen sweet white,                      750 ml,"Ksh 2,199"
19 crimes chardonnay,                      750 ml,"Ksh 2,199"
19 crimes shiraz,                      750 ml,"Ksh 2,199"
19 crimes cabernet sauvignon,                      750 ml,"Ksh 2,199"
4th Street sweet rose,                      1.5 litres,"Ksh 2,200"
Casillero del diablo shiraz,                      750 ml,"Ksh 2,200"
Casillero del diablo pinot noir,                      750 ml,"Ksh 2,200"
Casillero del diablo merlot,                      750 ml,"Ksh 2,200"
Casillero del diablo malbec,                      750 ml,"Ksh 2,200"
Casillero del diablo cabernet sauvignon,                      750 ml,"Ksh 2,200"
Casillero del diablo sauvignon blanc,                      750 ml,"Ksh 2,200"
Trivento tribu malbec,                      750 ml,"Ksh 2,200"
JP chenet blanc de blancs,                      750 ml,"Ksh 2,299"
Cinzano bianco,                      750 ml,"Ksh 2,300"
Carmela sparkling,                      750 ml,"Ksh 2,300"
Cinzano rosso,                      750 ml,"Ksh 2,300"
Bellingham chenin blanc,                      750 ml,"Ksh 2,300"
Culemborg moscato,                      750 ml,"Ksh 2,300"
Tilia chardonnay,                      750 ml,"Ksh 2,300"
Carlo rossi sangria,                      1.5 litres,"Ksh 2,300"
Frontera shiraz,                      1.5 litre,"Ksh 2,390"
Four cousins sweet red,                      1.5 litre,"Ksh 2,390"
Four cousins white sweet,                      1.5 litre,"Ksh 2,390"
Four cousins sweet rose,                      1.5 litre,"Ksh 2,390"
Frontera merlot,                      1.5 litre,"Ksh 2,390"
Frontera caberbet sauvignon,                      1.5 litre,"Ksh 2,390"
Nederburg baronne,                      750 ml,"Ksh 2,399"
Nederburg pinotage the winemasters,                      750 ml,"Ksh 2,399"
Nederburg merlot the winemasters,                      750 ml,"Ksh 2,399"
JP Chenet Brut,                      750 ml,"Ksh 2,399"
Frontera chardonnay,                      1.5 litres,"Ksh 2,399"
Durbanville Hills Chardonnay,                      750 ml,"Ksh 2,399"
Nederburg rose,                      750 ml,"Ksh 2,399"
Nero nobile al Espresso (coffee flavoured),                      750 ml,"Ksh 2,399"
Rosso nobile al Cioccolata (chocolate flavoured),                      750 ml,"Ksh 2,399"
Nederburg sauvignon blanc the winemaster,                      750 ml,"Ksh 2,399"
Frontera sauvignon blanc,                      1.5 litres,"Ksh 2,399"
Nederburg chenin blanc 56 hundred,                      750 ml,"Ksh 2,399"
Muchos mas black edition,                      750 ml,"Ksh 2,400"
Nederburg chardonnay the winemasters,                      750 ml,"Ksh 2,450"
Upper valley nabygelegen dry red,                      1.5 litre,"Ksh 2,499"
Asconi pastoral,                      750 ml,"Ksh 2,499"
Penasol sangria,                      1 litre,"Ksh 2,499"
Robertson winery sweet white,                      1.5 litre,"Ksh 2,499"
Robertson winery sweet red,                      1.5 litre,"Ksh 2,499"
Bianco nobile al Vaniglia (vanilla and chocolate flavoured),                      750 ml,"Ksh 2,499"
Asconi kagor lux,                      750 ml,"Ksh 2,499"
Bottega pinot grigio venezia,                      750 ml,"Ksh 2,499"
Asconi kiss me now,                      750 ml,"Ksh 2,499"
Lenotti soave classico,                      750 ml,"Ksh 2,499"
Yellow tail semilon sauvignon blanc,                      750 ml,"Ksh 2,499"
Yellow tail sauvignon blanc,                      750 ml,"Ksh 2,499"
Big top white zinfandel rose,                      750 ml,"Ksh 2,499"
Big top red zinfandel,                      750 ml,"Ksh 2,499"
Wolf blass red label shiraz cabernet,                      750 ml,"Ksh 2,499"
Riunite prosecco,                      750 ml,"Ksh 2,499"
Delibori soave,                      750 ml,"Ksh 2,499"
Perlissimo pineapple & passion fruit,                      750 ml,"Ksh 2,499"
Jacob's creek 1847 chardonnay,                      750 ml,"Ksh 2,499"
Perlissimo peach & raspberry,                      750 ml,"Ksh 2,499"
Perlissimo peach & mango,                      750 ml,"Ksh 2,499"
Perlissimo iced melon,                      750 ml,"Ksh 2,499"
Perlissimo hibiscus,                      750 ml,"Ksh 2,499"
Perlissimo hugo,                      750 ml,"Ksh 2,499"
Jacob's creek moscato rose,                      750 ml,"Ksh 2,499"
Fragolino bottega rosso party,                      750 ml,"Ksh 2,499"
Kwv roodeberg rose,                      750 ml,"Ksh 2,499"
Kwv concordia red,                      750 ml,"Ksh 2,499"
Jacob's creek 1847 sauvignon blanc,                      750 ml,"Ksh 2,499"
Jacob's creek 1847 shiraz,                      750 ml,"Ksh 2,499"
Releaf chenin blanc,                      750 ml,"Ksh 2,499"
Maal malbec rebelion,                      750 ml,"Ksh 2,499"
Alazani valley red semi-sweet,                      750 ml,"Ksh 2,499"
Van loveren river red shiraz,                      750 ml,"Ksh 2,499"
Niel joubert chenin blanc,                      750 ml,"Ksh 2,499"
Jacob's creek moscato,                      750 ml,"Ksh 2,499"
Leopard leap lookout cabernet sauvignon shiraz,                      750 ml,"Ksh 2,499"
Terra Argenta Malbec,                      750 ml,"Ksh 2,499"
Bellingham berry bush rose,                      750 ml,"Ksh 2,499"
KWV demi sec,                      750 ml,"Ksh 2,499"
Riunite lambrusco emilia,                      750 ml,"Ksh 2,499"
Leopard leap lookout chenin blanc chardonnay,                      750 ml,"Ksh 2,499"
Jp chenet blanc de blanc demi sec,                      750 ml,"Ksh 2,499"
J.c le roux sparkling wine,                      750 ml,"Ksh 2,499"
Dile moscato,                      750 ml,"Ksh 2,499"
Casal mendes rose,                      750 ml,"Ksh 2,499"
Black tower rose,                      750 ml,"Ksh 2,499"
Casal mendes sangria,                      750 ml,"Ksh 2,499"
Upper valley nabygelegen sweet white,                      1.5 litre,"Ksh 2,499"
Upper valley nabygelegen sweet red,                      750 ml,"Ksh 2,499"
Upper valley nabygelegen white dry,                      1.5 litre,"Ksh 2,499"
Asconi moscato,                      750 ml,"Ksh 2,499"
The beachhouse rose,                      750 ml,"Ksh 2,499"
Martini brut prosecco,                      750 ml,"Ksh 2,499"
Boschendal the pavilion rose,                      750 ml,"Ksh 2,499"
Vieille grange merlot,                      750 ml,"Ksh 2,499"
Noble dry white,                      750 ml,"Ksh 2,499"
Noble dry red,                      750 ml,"Ksh 2,499"
Just roberto veneto chianti,                      750 ml,"Ksh 2,499"
Just roberto veneto cabernet sauvignon,                      750 ml,"Ksh 2,499"
Tenuta luzzolini ciro rosato,                      750 ml,"Ksh 2,499"
Just roberto veneto merlot,                      750 ml,"Ksh 2,499"
Cesari essere merlot,                      750 ml,"Ksh 2,499"
Cesari essere cabernet,                      750 ml,"Ksh 2,499"
Vieille grange cabernet sauvignon,                      750 ml,"Ksh 2,499"
Ventisquero reserva sauvignon blanc,                      750 ml,"Ksh 2,499"
Delibori bardolino chiaretto,                      750 ml,"Ksh 2,499"
Durbanville hills merlot rose,                      750 ml,"Ksh 2,499"
Ventisquero reserva carmenere,                      750 ml,"Ksh 2,499"
KWV cabernet sauvignon,                      750 ml,"Ksh 2,500"
Zonnin moscato,                      750 ml,"Ksh 2,500"
France hoek chenin blanc,                      750 ml,"Ksh 2,500"
KWV sauvignon blanc,                      750 ml,"Ksh 2,500"
KWV chenin blanc,                      750 ml,"Ksh 2,500"
Nederburg riesling the winemaster,                      750 ml,"Ksh 2,500"
Terra Linda Red,                      750 ml,"Ksh 2,500"
KWV merlot,                      750 ml,"Ksh 2,500"
Duchessa Lia Fragolino Bianco,                      750 ml,"Ksh 2,500"
Duchessa lia fragolino rose,                      750 ml,"Ksh 2,500"
KWV pinotage,                      750 ml,"Ksh 2,500"
Nederburg shiraz the winemasters,                      750 ml,"Ksh 2,500"
Nederburg pinot grigio the winemaster,                      750 ml,"Ksh 2,500"
Duchessa Lia Fragolino Rosso,                      750 ml,"Ksh 2,500"
Casillero del diablo reserva especial chardonnay,                      750 ml,"Ksh 2,599"
Casillero del diablo reserva especial sauvignon blanc,                      750 ml,"Ksh 2,599"
Casillero del diablo carmenere,                      750 ml,"Ksh 2,599"
Nederburg cabernet sauvignon the winemasters,                      750 ml,"Ksh 2,600"
Simonsig carbernet sauvignon merlot,                      750 ml,"Ksh 2,699"
Castillo de molina sauvignon blanc,                      750 ml,"Ksh 2,699"
Castillo de molina pinot noir,                      750 ml,"Ksh 2,699"
Mateus sweet rose,                      750 ml,"Ksh 2,700"
KWV chardonnay,                      750 ml,"Ksh 2,799"
Alazani valley white semi-sweet,                      750 ml,"Ksh 2,799"
Chateau ste michelle sweet riesling,                      750 ml,"Ksh 2,799"
Two vines chardonnay,                      750 ml,"Ksh 2,799"
Two vines merlot,                      750 ml,"Ksh 2,799"
Two vines cabernet sauvignon,                      750 ml,"Ksh 2,799"
Chateau ste michelle riesling,                      750 ml,"Ksh 2,799"
Kwv cape ruby,                      750 ml,"Ksh 2,799"
Brotte la fiole cotes du rhone rose,                      750 ml,"Ksh 2,799"
Martini zero,                      750 ml,"Ksh 2,799"
Bottega acino d'oro chianti,                      750 ml,"Ksh 2,799"
Tilia malbec,                      750 ml,"Ksh 2,800"
Martini Asti The Sparkling Wine,                      750 ml,"Ksh 2,800"
Tio pepe sherry,                      750 ml,"Ksh 2,800"
Offley tawny port,                      750 ml,"Ksh 2,800"
Offley ruby porto,                      750 ml,"Ksh 2,800"
Hardy pinot grigio,                      750 ml,"Ksh 2,800"
Boschendal sommelier sauvignon blanc,                      750 ml,"Ksh 2,800"
Torti pinot noir,                      750 ml,"Ksh 2,800"
Porto cruz tawny,                      750 ml,"Ksh 2,800"
Durbanville Hills Merlot,                      750 ml,"Ksh 2,899"
Cantina delibori cerbiolo rosso veronese,                      750 ml,"Ksh 2,999"
Marani tsinandali,                      750 ml,"Ksh 2,999"
Arrogant frog blanc,                      750 ml,"Ksh 2,999"
Mannara pinot grigio,                      750 ml,"Ksh 2,999"
Nederburg rose the winemaster grenache carignan,                      750 ml,"Ksh 2,999"
La fiole cotes du rhone,                      750 ml,"Ksh 2,999"
Nederburg stein chenin blanc,                      750 ml,"Ksh 2,999"
Martini fiero,                      750 ml,"Ksh 2,999"
Marani mukuzani,                      750 ml,"Ksh 2,999"
Marani kraveli,                      750 ml,"Ksh 2,999"
Van Loveren Blue Velvet Pinot Noir,                      750 ml,"Ksh 2,999"
Andre Brut Sparkling Wine,                      750 ml,"Ksh 2,999"
The ned pinot gris,                      750 ml,"Ksh 2,999"
Purato rose organic,                      750 ml,"Ksh 2,999"
Baron philippe de rothschild merlot,                      750 ml,"Ksh 2,999"
Baron philippe de rothschild pinot noir,                      750 ml,"Ksh 2,999"
Cinquepassi veneto bianco villa almadi,                      750 ml,"Ksh 2,999"
Cinquepassi veneto villa almadi,                      750 ml,"Ksh 2,999"
Fattori runcaris soave,                      750 ml,"Ksh 2,999"
Fattori danieli soave,                      750 ml,"Ksh 2,999"
Tommasi villa fontana bardolino,                      750 ml,"Ksh 2,999"
Kenwood zinfandel,                      750 ml,"Ksh 2,999"
Louis max beaujolais villages,                      750 ml,"Ksh 2,999"
Almadi corvina veronese,                      750 ml,"Ksh 2,999"
Chateu gravet renaissance saint emilion grand cru,                      750 ml,"Ksh 2,999"
Baron philippe de rothschild cabernet sauvignon,                      750 ml,"Ksh 2,999"
Finca flichman misterio cabernet sauvignon,                      750 ml,"Ksh 2,999"
Sileni estate sparkling cuvee rose,                      750 ml,"Ksh 2,999"
Madere cruz,                      750 ml,"Ksh 2,999"
Martini rosso,                      750 ml,"Ksh 2,999"
Gato negro cabernet merlot,                      1.5 litre,"Ksh 2,999"
Gato negro cabernet sauvignon,                      1.5 litre,"Ksh 2,999"
Robertson winery rose,                      1.5 litre,"Ksh 2,999"
Martini extra dry,                      750 ml,"Ksh 2,999"
Martini bianco,                      750 ml,"Ksh 2,999"
Moscatel de setubal,                      750 ml,"Ksh 2,999"
Gran verano camenere rose,                      750 ml,"Ksh 2,999"
Carpano bianco vermouth,                      750 ml,"Ksh 2,999"
Carpano dry,                      750 ml,"Ksh 2,999"
Carpano classico vermouth rosso,                      750 ml,"Ksh 2,999"
Canti rose,                      750 ml,"Ksh 2,999"
Canti pinot grigio,                      750 ml,"Ksh 2,999"
Clearwater cove pinot noir,                      750 ml,"Ksh 2,999"
Upper valley nabygelegen sweet red,                      1.5 litre,"Ksh 2,999"
Prosecco blu,                      750 ml,"Ksh 2,999"
Gato negro sauvignon blanc,                      1.5 litre,"Ksh 2,999"
Gato negro shiraz,                      1.5 litre,"Ksh 2,999"
Penasol sangria,                      1.5 litre,"Ksh 2,999"
The ned sauvignon blanc,                      750 ml,"Ksh 2,999"
Cinquepassi veneto rosso villa almadi,                      750 ml,"Ksh 2,999"
Clearwater cove merlot,                      750 ml,"Ksh 2,999"
Clearwater cove sauvignon blanc,                      750 ml,"Ksh 2,999"
Scavi & ray prosecco spumante rose,                      750 ml,"Ksh 2,999"
Fonseca tawny port,                      750 ml,"Ksh 2,999"
Fonseca white port,                      750 ml,"Ksh 2,999"
Zonin prosecco valdobbiadene,                      750 ml,"Ksh 2,999"
Finca flichman misterio chardonnay,                      750 ml,"Ksh 2,999"
Finca flichman misterio malbec roble,                      750 ml,"Ksh 2,999"
Finca flichman misterio cabernet sauvignon roble,                      750 ml,"Ksh 2,999"
Finca flichman misterio shiraz roble,                      750 ml,"Ksh 2,999"
Scavi & ray prosecco spumante,                      750 ml,"Ksh 2,999"
Protea dry rose,                      750 ml,"Ksh 2,999"
Tommasi vulcanico bianco,                      750 ml,"Ksh 2,999"
Franschhoek cellar rose,                      750 ml,"Ksh 2,999"
Ernie els big easy cabernet sauvignon rose,                      750 ml,"Ksh 2,999"
Ernie els big easy rose,                      750 ml,"Ksh 2,999"
Astica sauvignon blanc,                      750 ml,"Ksh 2,999"
Niel joubert pinotage,                      750 ml,"Ksh 2,999"
Niel joubert shiraz cabernet sauvignon,                      750 ml,"Ksh 2,999"
Just roberto veneto pinot grigio doc friuli,                      750 ml,"Ksh 2,999"
Cantina castelnuovo del garda bardolino doc,                      750 ml,"Ksh 2,999"
Martini rosato,                      1 litre,"Ksh 2,999"
Grand sud grenache rose,                      1 litre,"Ksh 2,999"
Tocornal cabernet sauvignon,                      1.5 litre,"Ksh 2,999"
Tocornal merlot,                      1.5 litre,"Ksh 2,999"
Gato negro merlot,                      1.5 litre,"Ksh 2,999"
Porto cruz rose,                      750 ml,"Ksh 2,999"
Tocornal chardonnay,                      1.5 litre,"Ksh 2,999"
Van loveren river red shiraz pinotage,                      750 ml,"Ksh 2,999"
KWV shiraz,                      750 ml,"Ksh 3,000"
Orange river cellars sweet red cask,                      5 litres,"Ksh 3,000"
Orange river cellars dry red cask,                      5 litres,"Ksh 3,000"
Osborne rich golden sherry,                      1 litre,"Ksh 3,000"
Mouton cadet bordeaux 2014,                      750 ml,"Ksh 3,000"
Simonsig chenin blanc,                      750 ml,"Ksh 3,000"
Alamos Malbec,                      750 ml,"Ksh 3,000"
Yealand way pinot gris,                      750 ml,"Ksh 3,000"
Castello moscato,                      750 ml,"Ksh 3,000"
Porto cruz tawny,                      1 litre,"Ksh 3,000"
Nederburg cuvee brut white dry,                      750 ml,"Ksh 3,000"
Orange river cellars white sweet cask,                      5 litres,"Ksh 3,000"
Osborne medium sherry,                      1 litre,"Ksh 3,000"
Cadet doc pinot noir,                      750 ml,"Ksh 3,120"
Boschendal 1686 blanc de noir,                      750 ml,"Ksh 3,120"
Van Loveren Blanc de Noir Red Muscadel Blush,                      750 ml,"Ksh 3,199"
Van Loveren African Java Pinotage,                      750 ml,"Ksh 3,199"
Van Loveren Merlot,                      750 ml,"Ksh 3,199"
Kenwood pinot gris,                      750 ml,"Ksh 3,200"
Jacobs creek pinot noir,                      750 ml,"Ksh 3,210"
Andre Rose Sparkling Wine,                      750 ml,"Ksh 3,299"
Van Loveren Cabernet Sauvignon,                      750 ml,"Ksh 3,299"
Tommasi le synthesi aglianico,                      750 ml,"Ksh 3,499"
Sileni estate sparkling rose,                      750 ml,"Ksh 3,499"
Tommasi le fornaci rose,                      750 ml,"Ksh 3,499"
Tommasi filo dola prosecco,                      750 ml,"Ksh 3,499"
Fonseca porto ruby port,                      750 ml,"Ksh 3,499"
Jacob's creek sparkling rose,                      750 ml,"Ksh 3,499"
Colutta ribolla gialla brut,                      750 ml,"Ksh 3,499"
Swartland winery sparkling,                      750 ml,"Ksh 3,499"
Punt e mes vermouth,                      750 ml,"Ksh 3,499"
Tommasi baciorosa rose,                      750 ml,"Ksh 3,499"
Oyster bay chardonnay,                      750 ml,"Ksh 3,499"
Fairview shiraz,                      750 ml,"Ksh 3,499"
Releaf cabernet sauvingon merlot,                      750 ml,"Ksh 3,499"
Kwv reserve collection sauvignon blanc,                      750 ml,"Ksh 3,499"
Kwv roodeberg red,                      750 ml,"Ksh 3,499"
Kwv roodeberg white western cape,                      750 ml,"Ksh 3,499"
Prosecco astoria treviso,                      750 ml,"Ksh 3,499"
Sileni straits sauvignon blanc,                      750 ml,"Ksh 3,499"
Tommasi adorato bianco,                      750 ml,"Ksh 3,499"
Tio pepe sherry,                      1 litre,"Ksh 3,499"
Yealand pinot gris,                      750 ml,"Ksh 3,499"
14 hands cabernet sauvignon,                      750 ml,"Ksh 3,499"
Cockburns fine ruby,                      750 ml,"Ksh 3,499"
Fonseca reserve port bin no 27,                      750 ml,"Ksh 3,499"
Cockburns fine tawny,                      750 ml,"Ksh 3,499"
Arrogant frog rouge,                      750 ml,"Ksh 3,499"
Nederburg private collection sauvignon blanc,                      750 ml,"Ksh 3,499"
Nederburg private collection cabernet sauvignon,                      750 ml,"Ksh 3,499"
Harveys bristol cream sherry,                      750 ml,"Ksh 3,499"
Nederburg private collection shiraz,                      750 ml,"Ksh 3,499"
Orange river cellars sweet rose,                      5 litres,"Ksh 3,500"
Offley 10 old tawny port,                      750 ml,"Ksh 3,500"
Carlo rossi sangria,                      3 litres,"Ksh 3,500"
Mara nyeupe,                      1.5 litre,"Ksh 3,500"
Offley reserve port,                      750 ml,"Ksh 3,500"
Bacio della luna prosecco,                      750 ml,"Ksh 3,500"
Mara nyekundu ,                      1.5 litre,"Ksh 3,500"
Pederiva prosecco,                      750 ml,"Ksh 3,500"
Prosecco sparkling wine,                      750 ml,"Ksh 3,500"
Trumpeter malbec,                      750 ml,"Ksh 3,500"
Sileni pinot noir,                      750 ml,"Ksh 3,549"
Borgofulvia Lambrusco Rosso,                      750 ml,"Ksh 3,550"
Astoria icona cabernet sauvignon,                      750 ml,"Ksh 3,599"
Veuve De Vernay Brut,                      750 ml,"Ksh 3,599"
Astoria caranto pinot noir,                      750 ml,"Ksh 3,599"
Veuve De Vernay Ice,                      750 ml,"Ksh 3,599"
Veuve De Vernay Ice Rose,                      750 ml,"Ksh 3,599"
Astoria il puro merlot,                      750 ml,"Ksh 3,599"
Veuve De Vernay Rose,                      750 ml,"Ksh 3,599"
Boschendal elgin sauvignon blanc,                      750 ml,"Ksh 3,600"
Borgofulvia Spumante Brut,                      750 ml,"Ksh 3,650"
Borgofulvia Spumante Rosato,                      750 ml,"Ksh 3,750"
Zonin prosecco cuvee brut,                      750 ml,"Ksh 3,995"
Liquid gold prosecco,                      750 ml,"Ksh 3,995"
Rustenberg sauvignon blanc stellenbosch,                      750 ml,"Ksh 3,999"
Sandeman tawny port,                      750 ml,"Ksh 3,999"
Carnivor cabernet sauvignon,                      750 ml,"Ksh 3,999"
Nederburg the young airhawk,                      750 ml,"Ksh 3,999"
Domaine bousquet gaia red blend,                      750 ml,"Ksh 3,999"
Kenwood cabernet sauvignon,                      750 ml,"Ksh 3,999"
Bottega bianco vermouth,                      750 ml,"Ksh 3,999"
Spy valley pinot noir rose,                      750 ml,"Ksh 3,999"
Red diamond merlot,                      750 ml,"Ksh 3,999"
Bertani bertarose chiaretto,                      750 ml,"Ksh 3,999"
Mouton cadet bordeaux red,                      750 ml,"Ksh 3,999"
Pierre marcel sweet red,                      1.5 litre,"Ksh 3,999"
Catena chardonnay,                      750 ml,"Ksh 3,999"
Mouton cadet reserve graves,                      750 ml,"Ksh 3,999"
Mouton cadet selection,                      750 ml,"Ksh 3,999"
Tommasi masseria surani atlas,                      750 ml,"Ksh 3,999"
Cuvee mistral rose,                      750 ml,"Ksh 3,999"
Oyster bay sauvignon blanc,                      750 ml,"Ksh 3,999"
Harveys solera sherry bristol cream,                      1 litre,"Ksh 3,999"
Sileni plateau pinot noir,                      750 ml,"Ksh 3,999"
Signore giuseppe Prosecco,                      750 ml,"Ksh 3,999"
Sparkling steen,                      750 ml,"Ksh 3,999"
Comte royal bordeaux,                      750 ml,"Ksh 3,999"
Barton and guestier cuvee speciale vin rouge red wine,                      750 ml,"Ksh 3,999"
Oyster bay brut sparkling,                      750 ml,"Ksh 3,999"
Peter yealands sparkling sauvignon blanc,                      750 ml,"Ksh 3,999"
Cuvee mistral white,                      750 ml,"Ksh 3,999"
Prosecco zonin extra dry white cuvee,                      750 ml,"Ksh 3,999"
Bottega rose prosecco,                      750 ml,"Ksh 3,999"
Astoria corderie prosecco,                      750 ml,"Ksh 3,999"
Prosecco zonin ice demi sec,                      750 ml,"Ksh 3,999"
Bacio della luna pinot rose spumante extra dry,                      750 ml,"Ksh 3,999"
Sensi blancs de blancs,                      750 ml,"Ksh 3,999"
Valdo prosecco extra dry,                      750 ml,"Ksh 3,999"
Mount hermon moscato,                      750 ml,"Ksh 3,999"
Vermouth rosso bottega,                      750 ml,"Ksh 3,999"
Sandeman fine white porto,                      1 litre,"Ksh 3,999"
The cloud factory pinot noir,                      750 ml,"Ksh 3,999"
Porto cruz blanc,                      750 ml,"Ksh 3,999"
Sopra sasso amarone della valpolicella ripasso,                      750 ml,"Ksh 3,999"
Osborne porto 10 years old tawny,                      750 ml,"Ksh 3,999"
Bertani soave,                      750 ml,"Ksh 3,999"
Bottega forza napoli sempre prosecco,                      750 ml,"Ksh 3,999"
Grappa alexander prosecco,                      750 ml,"Ksh 3,999"
Mouton cadet red,                      750 ml,"Ksh 3,999"
Pierre marcel sweet white,                      1.5 litre,"Ksh 3,999"
Catena malbec,                      750 ml,"Ksh 3,999"
Apothic red,                      750 ml,"Ksh 3,999"
Alandra dry red,                      5 litres,"Ksh 3,999"
Roche mazet merlot,                      3 litres,"Ksh 3,999"
Roche mazet cabernet sauvignon,                      3 litres,"Ksh 3,999"
Michael david winery incognito red blend,                      750 ml,"Ksh 3,999"
Roche mazet cinsault grenache,                      3 litres,"Ksh 3,999"
Mouton cadet white,                      750 ml,"Ksh 3,999"
Franschhoek Cellar Brut Royale,                      750 ml,"Ksh 3,999"
Chateau tuilerie pages bordeaux,                      750 ml,"Ksh 3,999"
Gran verano sauvignon blanc,                      1.5 litre,"Ksh 3,999"
Sensi pinot noir rose prosecco,                      750 ml,"Ksh 3,999"
Le grand noir cabernet sauvignon,                      750 ml,"Ksh 3,999"
Tommasi le fornaci lugana,                      750 ml,"Ksh 3,999"
Tommasi arele rosso,                      750 ml,"Ksh 3,999"
Tommasi surani primitivo cabernet sauvignon,                      750 ml,"Ksh 3,999"
Tre fattori bardera d'alba doc,                      750 ml,"Ksh 3,999"
Lillet blanc,                      750 ml,"Ksh 3,999"
Lillet rose,                      750 ml,"Ksh 3,999"
Lillet rouge,                      750 ml,"Ksh 3,999"
Fattori motto piane soave,                      750 ml,"Ksh 3,999"
Rinforzo salento primitivo,                      750 ml,"Ksh 3,999"
Sandeman ruby porto,                      750 ml,"Ksh 3,999"
Cockburns fine ruby,                      1 litre,"Ksh 3,999"
Taylors fine white port,                      750 ml,"Ksh 3,999"
Martini extra dry,                      1 litre,"Ksh 3,999"
Harveys bristol cream sherry,                      1 litre,"Ksh 3,999"
Carlo rossi sangria,                      4 litres,"Ksh 4,000"
Cockburns special reserve,                      750 ml,"Ksh 4,000"
Simonsig pinotage,                      750 ml,"Ksh 4,000"
Boschendal sommelier chenin blanc,                      750 ml,"Ksh 4,000"
Boschendal pavilion shiraz cabernet sauvignon,                      750 ml,"Ksh 4,000"
Cinzano prosecco,                      750 ml,"Ksh 4,000"
Bardolino delibori,                      750 ml,"Ksh 4,000"
Boschendal pavilion chenin blanc,                      750 ml,"Ksh 4,000"
Carlo Rossi red sweet ,                      3 litres,"Ksh 4,000"
Boschendal lanoy cabernet merlot,                      750 ml,"Ksh 4,000"
Boschendal 1685 shiraz,                      750 ml,"Ksh 4,000"
Boschendal blanc,                      750 ml,"Ksh 4,000"
